"";"Price";"Year";"Make";"Model";"Mileage";"Engine";"AutoTraderPage"
"308";119995;2014;"RENAULT";"SANDERO";14300;NA;28
"309";119995;2014;"RENAULT";"SANDERO";14031;NA;28
"310";149900;2012;"RENAULT";"KOLEOS";100622;NA;29
"311";119995;2014;"RENAULT";"SANDERO";15384;NA;29
"312";118990;2010;"RENAULT";"SCENIC";88258;NA;29
"313";149995;2015;"RENAULT";"SANDERO";100;1,6;29
"314";239995;2015;"RENAULT";"DUSTER";100;1,5;29
"315";139995;2015;"RENAULT";"SANDERO";100;0,9;29
"316";69990;2012;"RENAULT";"SANDERO";NA;1,6;29
"317";65900;2008;"RENAULT";"CLIO";54000;1,4;29
"318";79900;2012;"RENAULT";"SANDERO";102000;1,6;29
"319";43890;2005;"RENAULT";"CLIO";85000;1,4;29
"320";179900;2014;"RENAULT";"CLIO";22450;0,9;29
"321";149900;2012;"RENAULT";"KOLEOS";100622;NA;30
"322";79900;2007;"RENAULT";"CLIO";88000;NA;30
"323";99900;2012;"RENAULT";"MEGANE";83500;NA;30
"324";114990;2009;"RENAULT";"KOLEOS";74000;2,5;30
"325";199995;2013;"RENAULT";"DUSTER";16000;NA;30
"326";189995;2015;"RENAULT";"CLIO";500;NA;30
"327";239995;2015;"RENAULT";"DUSTER";500;NA;30
"328";179900;2013;"RENAULT";"DUSTER";27100;NA;30
"329";44900;2001;"RENAULT";"CLIO";96857;1,4;30
"330";114900;2015;"RENAULT";"SANDERO";5000;NA;30
"331";49900;2006;"RENAULT";"CLIO";120000;1,2;30
"332";149900;2012;"RENAULT";"KOLEOS";100622;NA;31
"333";49900;2001;"RENAULT";"SCENIC";NA;NA;31
"334";89900;2011;"RENAULT";"SANDERO";107000;1,6;31
"335";99900;2013;"RENAULT";"SANDERO";26000;NA;31
"336";84900;2010;"RENAULT";"SANDERO";36000;1,6;31
"337";184900;2014;"RENAULT";"DUSTER";18000;1,6;31
"338";109990;2012;"RENAULT";"SANDERO";42479;1,6;31
"339";159900;2014;"RENAULT";"CLIO";11200;NA;31
"340";129995;2013;"RENAULT";"CLIO";49700;NA;31
"341";89900;2008;"RENAULT";"SCENIC";106000;2;31
"342";59995;2010;"RENAULT";"SANDERO";104999;NA;31
"343";149900;2012;"RENAULT";"KOLEOS";100622;NA;32
"344";89990;2010;"RENAULT";"CLIO";890000;1,6;32
"345";49900;2005;"RENAULT";"CLIO";82000;1,4;32
"346";39900;2004;"RENAULT";"MEGANE";NA;1,9;32
"347";179900;2012;"RENAULT";"MEGANE";42500;NA;32
"348";184950;2014;"RENAULT";"CLIO";15548;NA;32
"349";169900;2014;"RENAULT";"CLIO";25000;NA;32
"350";274900;2015;"RENAULT";"CAPTUR";4000;NA;32
"351";79900;2010;"RENAULT";"SANDERO";83000;NA;32
"352";149995;2012;"RENAULT";"MEGANE";105000;NA;32
"353";59850;2007;"RENAULT";"CLIO";79000;1,4;32
"354";149900;2012;"RENAULT";"KOLEOS";100622;NA;33
"355";89990;2012;"RENAULT";"SANDERO";61229;1,4;33
